movie_id,keyword_id
46785,1357
46785,10594
46785,33648
46785,40846
400,6054
400,801
400,2708
400,970
400,3149
400,6259
400,1422
400,1587
400,2340
400,1909
400,1977
400,2022
400,10738
400,9748
400,9826
400,10391
400,33625
400,34094
880,240
880,791
880,236
880,6145
880,570
880,460
880,970
880,697
880,1842
880,490
880,4129
880,6089
880,4402
880,5331
880,1956
880,6009
880,2383
880,3154
880,3371
880,9457
880,10180
880,11925
880,13160
880,187056
146599,6984
146599,10235
146599,11004
188588,4326
188588,4333
188588,6521
188588,10965
188588,184233
188588,198147
188588,205734
188588,214822
188588,224875
188588,226023
188588,230202
188588,240485
188588,253997
188588,257714
8447,4034
8447,332
8447,7579
8447,8250
8447,14760
8447,33841
8447,156866
8447,182662
8447,230960
8447,232938
8447,350360
10534,2082
10534,3180
10534,2913
10534,10683
10534,10349
10534,18068
10534,46962
10534,167836
10534,167837
10534,167861
10534,167863
10534,167868
10534,168683
10534,208992
10534,346769
17414,5306
17414,5572
17414,10624
17414,14762
17414,33479
17414,158039
17414,159469
17414,167925
17414,192096
17414,240119
17414,243959
17414,264326
13997,156024
13997,169078
13997,169079
13997,169085
13997,169086
13997,187056
2086,441
2086,6078
2086,12670
9095,1299
9095,964
9095,10124
9095,156033
9095,191009
9095,207928
12158,3133
12158,41523
12158,323976
12158,338528
12158,338549
9283,6054
9283,1415
9283,1700
9283,10683
9283,155808
9283,155939
9208,8122
9208,720
9208,1353
9208,1261
9208,1666
9208,1825
9208,3203
9208,5572
9208,9052
9208,10085
9208,12371
9208,13008
9208,14601
9208,15263
9208,18034
9208,162365
9208,201864
9208,208547
9208,209476
9208,214472
9208,215861
9208,219404
9208,219869
9208,325766
9208,325773
9208,325774
9208,325839
40154,640
40154,4333
40154,12999
40154,164246
40154,185011
40154,207317
40154,258533
40154,285695
406,796
406,898
406,90
406,1952
406,1974
406,2394
406,3230
406,5397
406,12425
406,12999
406,15158
406,160910
406,161722
406,173577
406,186355
406,197702
406,202371
406,233950
406,248022
406,319922
406,337489
406,347587
45549,378
45549,2964
45549,392
45549,1541
45549,2016
45549,6490
45549,9823
45549,10594
45549,10261
45549,15009
45549,164361
63076,2398
63076,9672
63076,12396
63076,13059
63076,189409
11062,2231
11062,242
11062,417
11062,4654
11062,6149
11062,1568
11062,2946
11062,1601
11062,1919
11062,5340
11062,10391
11062,168676
11062,175208
11062,181659
11062,184956
11062,249157
11062,254615
11062,287101
11062,292178
11062,333297
11062,348718
13685,642
13685,380
13685,1437
13685,2669
13685,2568
13685,10051
13685,10323
13685,13097
13685,14604
13685,15274
13685,187710
13685,187717
13685,268132
13685,303310
13685,309974
2045,1523
2045,2619
2045,2350
2045,6780
2045,9826
2045,11727
2045,162139
2045,208397
2045,222018
2045,222476
2045,249845
2045,292162
2045,313478
9614,6075
9614,697
9614,2702
9614,6128
9614,14514
9614,163223
9614,178378
9614,182625
9614,215292
9614,224818
9614,230566
9614,240411
9614,267659
9614,304663
9614,313632
9614,318250
9614,319761
9614,325832
9614,328580
9614,335806
9614,347500
9614,349246
688,596
688,7879
688,1157
688,818
